County,State,Hazard Score,Wildfire,Volcano,Tornado,Snowfall,Landslide,Hurricane,Earthquake,Drought,Heatwave,Avalanche,Flood
sarasota county,FL,14,High,None,High,None,Low,Medium,Low,None,High,None,Low
seminole county,FL,15,Medium,None,High,None,Low,Medium,Low,None,High,None,High
st. johns county,FL,16,High,None,Medium,Low,Low,High,Low,None,Medium,None,High
st. lucie county,FL,15,Low,None,High,None,Low,High,Low,None,High,None,High
sumter county,FL,14,Medium,None,Low,None,Low,High,Low,None,High,None,High
suwannee county,FL,18,High,None,High,Low,Low,High,Low,None,High,None,High
taylor county,FL,14,High,None,Low,Low,Low,High,Low,None,Low,None,High
union county,FL,13,High,None,Medium,Low,Low,High,Low,None,Low,None,Low
volusia county,FL,17,High,None,High,None,Low,High,Low,None,High,None,High
wakulla county,FL,16,High,None,Low,Low,Low,High,Low,None,High,None,High
walton county,FL,15,High,None,Medium,Low,Low,High,Low,None,High,None,Low
washington county,FL,14,High,None,Medium,Low,Low,High,Low,None,Low,None,Medium
appling county,GA,15,High,None,Medium,Low,Low,High,Low,None,High,None,Low
atkinson county,GA,14,High,None,Low,Low,Low,High,Low,None,High,None,Low
bacon county,GA,17,High,None,High,Low,Low,High,Low,None,High,None,Medium
baker county,GA,11,Medium,None,Low,Low,Low,High,Low,None,Low,None,Low
baldwin county,GA,13,Medium,None,Low,Low,Low,Medium,Low,None,High,None,Medium
banks county,GA,13,Medium,None,Medium,Low,High,None,Low,None,High,None,Low
barrow county,GA,12,Low,None,Medium,Low,High,None,Low,None,High,None,Low
bartow county,GA,18,Medium,None,High,Low,High,Medium,Medium,None,High,None,Medium
ben hill county,GA,16,High,None,High,Low,Low,High,Low,None,High,None,Low
berrien county,GA,15,High,None,Medium,Low,Low,High,Low,None,High,None,Low
bibb county,GA,14,Low,None,High,Low,Low,Low,Low,None,High,None,High
bleckley county,GA,15,High,None,High,Low,Low,Medium,Low,None,High,None,Low
brantley county,GA,14,High,None,Low,Low,Low,High,Low,None,High,None,Low
brooks county,GA,15,High,None,Medium,Low,Low,High,Low,None,High,None,Low
bryan county,GA,16,High,None,Low,Low,Low,High,Low,None,High,None,High
bulloch county,GA,14,Medium,None,Low,Low,Low,High,Low,None,High,None,Medium
burke county,GA,11,High,None,Low,Low,Low,Medium,Low,None,Low,None,Low
butts county,GA,12,Medium,None,Low,Low,Low,Medium,Low,None,High,None,Low
calhoun county,GA,11,Low,None,Low,Low,Low,High,Low,None,Medium,None,Low
camden county,GA,17,High,None,Medium,Low,Low,High,Low,None,High,None,High
candler county,GA,14,High,None,Low,Low,Low,High,Low,None,High,None,Low
carroll county,GA,13,Medium,None,High,Low,Medium,Medium,Low,None,Low,None,Low
catoosa county,GA,14,Medium,None,None,Low,High,None,Medium,None,High,None,High
charlton county,GA,15,High,None,Low,Low,Low,High,Low,None,High,None,Medium
chatham county,GA,19,High,None,High,Low,Low,High,Medium,None,High,None,High
chattahoochee county,GA,15,High,None,Low,Low,Medium,Medium,Low,None,Medium,None,High
chattooga county,GA,13,High,None,Low,Low,High,None,Medium,None,Medium,None,Low
cherokee county,GA,13,Low,None,High,Low,High,Low,Medium,None,Low,None,Low
clarke county,GA,15,Low,None,Medium,Low,High,Medium,Low,None,Medium,None,High
clay county,GA,11,Medium,None,Low,Low,Low,High,Low,None,Low,None,Low
clayton county,GA,14,Low,None,High,Low,Low,Medium,Low,None,Medium,None,High
clinch county,GA,14,High,None,Low,Low,Low,High,Low,None,High,None,Low
cobb county,GA,17,Low,None,High,Low,High,Medium,Low,None,High,None,High
coffee county,GA,16,High,None,Medium,Low,Low,High,Low,None,High,None,Medium
colquitt county,GA,16,Medium,None,High,Low,Low,High,Low,None,High,None,Medium
columbia county,GA,13,Medium,None,Low,Low,Low,Medium,Medium,None,Medium,None,Medium
cook county,GA,15,Low,None,High,Low,Low,High,Low,None,High,None,Medium
coweta county,GA,16,Medium,None,High,Low,Low,Medium,Low,None,High,None,High
crawford county,GA,13,High,None,Medium,Low,Low,Medium,Low,None,Medium,None,Low
crisp county,GA,12,Low,None,Low,Low,Low,High,Low,None,High,None,Low
dade county,GA,14,High,None,Low,Low,High,None,Medium,None,High,None,Low
dawson county,GA,10,Low,None,Medium,Low,High,None,Low,None,Low,None,Low
decatur county,GA,15,High,None,Medium,Low,Low,High,Low,None,High,None,Low
dekalb county,GA,13,Low,None,Medium,Low,Medium,Low,Low,None,Medium,None,High
dodge county,GA,14,High,None,Medium,Low,Low,High,Low,None,Medium,None,Low
dooly county,GA,12,Low,None,Medium,Low,Low,Medium,Low,None,High,None,Low
dougherty county,GA,17,Medium,None,High,Low,Low,High,Low,None,High,None,High
douglas county,GA,12,Low,None,Medium,Low,Medium,None,Low,None,Medium,None,High
early county,GA,12,Medium,None,Medium,Low,Low,Medium,Low,None,Medium,None,Low
echols county,GA,14,High,None,Low,Low,Low,High,Low,None,High,None,Low
effingham county,GA,17,High,None,Medium,Low,Low,High,Medium,None,High,None,Medium
elbert county,GA,14,Medium,None,Medium,Low,High,Medium,Medium,None,Low,None,Low
emanuel county,GA,13,High,None,Low,Low,Low,Medium,Low,None,High,None,Low
evans county,GA,13,High,None,Low,Low,Low,High,Low,None,Medium,None,Low
fannin county,GA,14,Low,None,Low,Low,High,Low,Medium,None,High,None,Medium
fayette county,GA,12,Low,None,Low,Low,Low,Medium,Low,None,Medium,None,High
floyd county,GA,17,High,None,Medium,Low,High,Low,Medium,None,Medium,None,High
forsyth county,GA,14,Low,None,Medium,Low,High,None,Low,None,High,None,High
franklin county,GA,13,Medium,None,High,Low,High,None,Low,None,Medium,None,Low
fulton county,GA,13,Low,None,High,Low,Medium,Low,Low,None,Low,None,High
gilmer county,GA,11,Low,None,Low,Low,High,None,Medium,None,Medium,None,Low
glascock county,GA,13,High,None,None,Low,Low,High,Low,None,High,None,Low
glynn county,GA,17,High,None,Medium,Low,Low,High,Low,None,High,None,High
gordon county,GA,16,Medium,None,Medium,Low,Medium,Medium,Medium,None,High,None,Medium
grady county,GA,15,High,None,Medium,Low,Low,High,Low,None,High,None,Low
greene county,GA,11,Medium,None,Low,Low,Medium,Medium,Low,None,Low,None,Low
gwinnett county,GA,13,Low,None,Medium,Low,High,None,Low,None,High,None,Medium
habersham county,GA,15,Medium,None,High,Low,High,None,Low,None,High,None,Medium
hall county,GA,13,Low,None,High,Low,High,None,Low,None,Medium,None,Medium
hancock county,GA,10,High,None,Low,Low,Low,Low,Low,None,Low,None,Low
haralson county,GA,15,Medium,None,High,Low,Medium,Medium,Low,None,High,None,Low
harris county,GA,14,Medium,None,Medium,Low,Low,Medium,Low,None,High,None,Medium
hart county,GA,15,Medium,None,High,Low,High,Low,Low,None,High,None,Low
heard county,GA,11,Medium,None,Low,Low,Low,Medium,Low,None,Medium,None,Low
henry county,GA,12,Low,None,Medium,Low,Low,Medium,Low,None,Medium,None,Medium
houston county,GA,14,Medium,None,High,Low,Low,Medium,Low,None,Medium,None,Medium
irwin county,GA,12,Low,None,Low,Low,Low,High,Low,None,High,None,Low
jackson county,GA,11,Low,None,Medium,Low,High,None,Low,None,Medium,None,Low
jasper county,GA,11,Medium,None,Low,Low,Low,Medium,Low,None,Medium,None,Low
jeff davis county,GA,14,High,None,Low,Low,Low,High,Low,None,High,None,Low
jefferson county,GA,13,High,None,Medium,Low,Low,Medium,Low,None,Medium,None,Low
jenkins county,GA,16,High,None,Medium,Low,Low,High,Low,None,High,None,Medium
johnson county,GA,12,High,None,Medium,Low,Low,Medium,Low,None,Low,None,Low
jones county,GA,11,Medium,None,Medium,Low,Low,Medium,Low,None,Low,None,Low
lamar county,GA,13,Medium,None,Medium,Low,Low,Medium,Low,None,High,None,Low
lanier county,GA,14,High,None,Low,Low,Low,High,Low,None,High,None,Low
laurens county,GA,14,High,None,Medium,Low,Low,Medium,Low,None,High,None,Low
lee county,GA,15,Medium,None,Medium,Low,Low,High,Low,None,High,None,Medium
liberty county,GA,14,High,None,Low,Low,Low,High,Low,None,Low,None,High
lincoln county,GA,14,Low,None,High,Low,Medium,Medium,Medium,None,Medium,None,Low
long county,GA,16,High,None,Low,Low,Low,High,Low,None,High,None,High
lowndes county,GA,16,High,None,Medium,Low,Low,High,Low,None,High,None,Medium
lumpkin county,GA,14,Low,None,High,Low,High,None,Medium,None,High,None,Low
macon county,GA,12,High,None,Low,Low,Low,Medium,Low,None,Medium,None,Low
madison county,GA,12,Low,None,Medium,Low,High,Medium,Low,None,Low,None,Low
marion county,GA,12,High,None,Medium,Low,Low,Medium,Low,None,Low,None,Low
mcduffie county,GA,14,High,None,Low,Low,Low,Medium,Medium,None,High,None,Low
mcintosh county,GA,14,High,None,Low,Low,Low,High,Low,None,Low,None,High
meriwether county,GA,12,Medium,None,Low,Low,Low,Medium,Low,None,High,None,Low
miller county,GA,12,Low,None,Low,Low,Low,High,Low,None,High,None,Low
mitchell county,GA,14,Medium,None,High,Low,Low,High,Low,None,Medium,None,Low
monroe county,GA,12,Medium,None,Medium,Low,Low,Medium,Low,None,Medium,None,Low
montgomery county,GA,12,High,None,Low,Low,Low,High,Low,None,Low,None,Low
morgan county,GA,11,Low,None,Low,Low,Low,Medium,Low,None,High,None,Low
murray county,GA,15,Medium,None,Medium,Low,High,Medium,Medium,None,Medium,None,Low
muscogee county,GA,12,Low,None,Medium,Low,Low,None,Low,None,High,None,High
newton county,GA,12,Medium,None,Low,Low,Low,Medium,Low,None,Medium,None,Medium
oconee county,GA,14,Low,None,High,Low,Medium,Medium,Low,None,High,None,Low
oglethorpe county,GA,13,Medium,None,Low,Low,Medium,Medium,Low,None,High,None,Low
paulding county,GA,11,Low,None,Medium,Low,Medium,Low,Low,None,Low,None,Medium
peach county,GA,15,Medium,None,High,Low,Low,High,Low,None,High,None,Low
pickens county,GA,12,Low,None,Low,Low,High,None,Medium,None,High,None,Low
pierce county,GA,13,High,None,Medium,Low,Low,High,Low,None,Low,None,Low
pike county,GA,10,Medium,None,Medium,Low,Low,Low,Low,None,Low,None,Low
polk county,GA,16,High,None,High,Low,Medium,Medium,Medium,None,Low,None,Medium
pulaski county,GA,13,Low,None,High,Low,Low,High,Low,None,Medium,None,Low
putnam county,GA,8,Low,None,None,Low,Low,Medium,Low,None,Low,None,Low
quitman county,GA,14,High,None,Low,Low,Low,High,Low,None,High,None,Low
rabun county,GA,12,Low,None,Low,Low,High,None,Medium,None,High,None,Low
randolph county,GA,12,High,None,Low,Low,Low,Medium,Low,None,Medium,None,Low
richmond county,GA,13,Medium,None,Medium,Low,Low,Medium,Low,None,Low,None,High
rockdale county,GA,12,Low,None,Medium,Low,Medium,None,Low,None,High,None,Medium
schley county,GA,14,High,None,Medium,Low,Low,Medium,Low,None,High,None,Low
screven county,GA,14,High,None,Medium,Low,Low,Medium,Low,None,High,None,Low
seminole county,GA,13,Low,None,Medium,Low,Low,High,Low,None,High,None,Low
spalding county,GA,13,Medium,None,Medium,Low,Low,Medium,Low,None,High,None,Low
stephens county,GA,14,Low,None,High,Low,High,None,Low,None,High,None,Medium
stewart county,GA,13,High,None,Low,Low,Low,Medium,Low,None,High,None,Low
sumter county,GA,14,Medium,None,High,Low,Low,Medium,Low,None,High,None,Low
talbot county,GA,12,High,None,Low,Low,Low,Medium,Low,None,Medium,None,Low
taliaferro county,GA,12,Medium,None,None,Low,Medium,Medium,Low,None,High,None,Low
tattnall county,GA,15,High,None,Medium,Low,Low,High,Low,None,High,None,Low
taylor county,GA,13,High,None,High,Low,Low,Medium,Low,None,Low,None,Low
telfair county,GA,14,High,None,Low,Low,Low,High,Low,None,High,None,Low
terrell county,GA,10,Low,None,Low,Low,Low,Medium,Low,None,Medium,None,Low
thomas county,GA,12,High,None,Low,Low,Low,High,Low,None,Low,None,Low
tift county,GA,15,Low,None,High,Low,Low,High,Low,None,High,None,Medium
toombs county,GA,16,High,None,Medium,Low,Low,High,Low,None,High,None,Medium
towns county,GA,13,Low,None,Low,Low,High,None,Medium,None,High,None,Medium
treutlen county,GA,14,High,None,Medium,Low,Low,Medium,Low,None,High,None,Low
troup county,GA,13,Low,None,Medium,Low,Low,Medium,Low,None,High,None,Medium
turner county,GA,13,Medium,None,Medium,Low,Low,High,Low,None,Medium,None,Low
twiggs county,GA,14,High,None,Medium,Low,Low,Medium,Low,None,High,None,Low
union county,GA,11,Low,None,Low,Low,High,None,Medium,None,Low,None,Medium
upson county,GA,14,High,None,Medium,Low,Low,Medium,Low,None,High,None,Low
walker county,GA,16,High,None,Medium,Low,High,None,Medium,None,High,None,Medium
walton county,GA,12,Low,None,Medium,Low,Medium,Low,Low,None,High,None,Low
ware county,GA,14,High,None,Low,Low,Low,High,Low,None,High,None,Low
warren county,GA,11,High,None,Low,Low,Low,Medium,Low,None,Low,None,Low
washington county,GA,11,High,None,Low,Low,Low,Medium,Low,None,Low,None,Low
wayne county,GA,14,High,None,Low,Low,Low,High,Low,None,Medium,None,Medium
webster county,GA,12,High,None,Low,Low,Low,High,Low,None,Low,None,Low
wheeler county,GA,13,High,None,Low,Low,Low,High,Low,None,Medium,None,Low
white county,GA,12,Medium,None,Low,Low,High,None,Low,None,Medium,None,Medium
whitfield county,GA,15,Medium,None,Low,Low,High,Low,Medium,None,High,None,Medium
wilcox county,GA,14,High,None,Low,Low,Low,High,Low,None,High,None,Low
wilkes county,GA,13,Medium,None,Low,Low,Medium,Low,Medium,None,High,None,Low
wilkinson county,GA,13,High,None,Low,Low,Low,Medium,Low,None,High,None,Low
worth county,GA,14,Medium,None,High,Low,Low,High,Low,None,Medium,None,Low
adair county,IA,13,Low,None,High,Medium,Medium,None,Low,None,High,None,Low
adams county,IA,10,Low,None,Medium,Medium,Low,None,Low,None,Medium,None,Low
allamakee county,IA,10,Low,None,Low,Medium,Medium,None,Low,None,Medium,None,Low
appanoose county,IA,13,Low,None,Medium,Medium,High,None,Low,None,High,None,Low
audubon county,IA,11,Low,None,Medium,Medium,Medium,None,Low,None,Medium,None,Low
benton county,IA,10,Low,None,Medium,Medium,Low,None,Low,None,Medium,None,Low
black hawk county,IA,13,Low,None,High,Medium,Low,None,Low,None,Medium,None,High
boone county,IA,12,Low,None,High,Medium,Medium,None,Low,None,Medium,None,Low
bremer county,IA,13,Low,None,High,Medium,Low,None,Low,None,High,None,Medium
buchanan county,IA,12,Low,None,High,Medium,Low,None,Low,None,High,None,Low
buena vista county,IA,9,Low,None,Medium,Medium,Low,None,Low,None,Low,None,Low
butler county,IA,10,Low,None,Medium,Medium,Low,None,Low,None,Medium,None,Low
calhoun county,IA,14,Low,None,High,Medium,Medium,None,Low,None,Medium,None,High
carroll county,IA,11,Low,None,High,Medium,Medium,None,Low,None,Low,None,Low
cass county,IA,12,Low,None,High,Medium,Medium,None,Low,None,Low,None,Medium
cedar county,IA,11,Low,None,High,Medium,Low,None,Low,None,Medium,None,Low
cerro gordo county,IA,11,Low,None,High,Medium,Low,None,Low,None,Low,None,Medium
cherokee county,IA,10,Low,None,Medium,Medium,Medium,None,Low,None,Low,None,Low
chickasaw county,IA,11,Low,None,High,Medium,Low,None,Low,None,Medium,None,Low
clarke county,IA,11,Low,None,Medium,Medium,Medium,None,Low,None,Medium,None,Low
clay county,IA,10,Low,None,High,Medium,Low,None,Low,None,Low,None,Low
clayton county,IA,11,Low,None,Low,Medium,Medium,None,Low,None,Medium,None,Medium
clinton county,IA,10,Low,None,High,Medium,Low,None,Low,None,Low,None,Low
crawford county,IA,12,Low,None,Medium,Medium,High,None,Low,None,Medium,None,Low
dallas county,IA,13,Low,None,High,Medium,Medium,None,Low,None,Medium,None,Medium
davis county,IA,11,Low,None,Medium,Medium,Medium,None,Low,None,Medium,None,Low
decatur county,IA,12,Low,None,Medium,Medium,Medium,None,Low,None,High,None,Low
delaware county,IA,12,Low,None,High,Medium,Low,None,Low,None,High,None,Low
des moines county,IA,12,Low,None,Medium,Medium,Low,None,Low,None,High,None,Medium
dickinson county,IA,10,Low,None,High,Medium,Low,None,Low,None,Low,None,Low
dubuque county,IA,14,Low,None,High,Medium,Medium,None,Low,None,High,None,Medium
emmet county,IA,9,Low,None,Medium,Medium,Low,None,Low,None,Low,None,Low
fayette county,IA,11,Low,None,Medium,Medium,Medium,None,Low,None,Medium,None,Low
floyd county,IA,10,Low,None,Medium,Medium,Low,None,Low,None,Medium,None,Low
franklin county,IA,10,Low,None,Medium,Medium,Low,None,Low,None,Medium,None,Low
fremont county,IA,12,Low,None,High,Medium,Medium,None,Low,None,Medium,None,Low
greene county,IA,12,Low,None,Medium,Medium,Medium,None,Low,None,Low,None,High
grundy county,IA,11,Low,None,High,Medium,Low,None,Low,None,Medium,None,Low
guthrie county,IA,11,Low,None,Medium,Medium,Medium,None,Low,None,Medium,None,Low
hamilton county,IA,12,Low,None,High,Medium,Medium,None,Low,None,Medium,None,Low
hancock county,IA,10,Low,None,High,Medium,Low,None,Low,None,Low,None,Low
hardin county,IA,11,Low,None,Medium,Medium,Medium,None,Low,None,Medium,None,Low
harrison county,IA,12,Low,None,Medium,Medium,Medium,None,Low,None,High,None,Low
henry county,IA,10,Low,None,Medium,Medium,Low,None,Low,None,Medium,None,Low
howard county,IA,12,Low,None,High,Medium,Medium,None,Low,None,Medium,None,Low
humboldt county,IA,10,Low,None,Medium,Medium,Low,None,Low,None,Medium,None,Low
ida county,IA,11,Low,None,Medium,Medium,Medium,None,Low,None,Medium,None,Low
iowa county,IA,12,Low,None,High,Medium,Low,None,Low,None,High,None,Low
jackson county,IA,10,Low,None,Medium,Medium,Low,None,Low,None,Medium,None,Low
jasper county,IA,11,Low,None,Medium,Medium,Medium,None,Low,None,Medium,None,Low
jefferson county,IA,10,Low,None,Low,Medium,Medium,None,Low,None,Medium,None,Low
johnson county,IA,11,Low,None,High,Medium,Low,None,Low,None,Low,None,Medium
jones county,IA,9,Low,None,Medium,Medium,Low,None,Low,None,Low,None,Low
keokuk county,IA,12,Low,None,High,Medium,Medium,None,Low,None,Medium,None,Low
kossuth county,IA,9,Low,None,Medium,Medium,Low,None,Low,None,Low,None,Low
lee county,IA,12,Low,None,High,Medium,Low,None,Low,None,High,None,Low
linn county,IA,12,Low,None,High,Medium,Low,None,Low,None,Low,None,High
louisa county,IA,11,Low,None,Medium,Medium,Low,None,Low,None,High,None,Low
lucas county,IA,9,Low,None,Low,Medium,Medium,None,Low,None,Low,None,Low
lyon county,IA,10,Low,None,High,Medium,Low,None,Low,None,Low,None,Low
madison county,IA,10,Low,None,Medium,Medium,Medium,None,Low,None,Low,None,Low
mahaska county,IA,11,Low,None,Medium,Medium,Medium,None,Low,None,Medium,None,Low
marion county,IA,10,Low,None,Medium,Medium,Medium,None,Low,None,Low,None,Low
marshall county,IA,11,Low,None,High,Medium,Medium,None,Low,None,Low,None,Low
mills county,IA,12,Low,None,Medium,Medium,Medium,None,Low,None,High,None,Low
mitchell county,IA,11,Low,None,High,Medium,Low,None,Low,None,Medium,None,Low
monona county,IA,11,Low,None,Medium,Medium,Medium,None,Low,None,Medium,None,Low
monroe county,IA,11,Low,None,Low,Medium,High,None,Low,None,Medium,None,Low
montgomery county,IA,10,Low,None,Medium,Medium,Medium,None,Low,None,Low,None,Low
muscatine county,IA,14,Low,None,High,Medium,Low,None,Low,None,High,None,High
o'brien county,IA,10,Low,None,Medium,Medium,Low,None,Low,None,Medium,None,Low
osceola county,IA,11,Low,None,High,Medium,Low,None,Low,None,Medium,None,Low
page county,IA,13,Low,None,High,Medium,Medium,None,Low,None,High,None,Low
